date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise_hhmm,sunrise_unixtime,sunrise_f,sunset_hhmm,sunset_unixtime,sunset_f,daylight,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2011-05-13,26.1,17.16,18.25,10.4,29,,88,67.6,67,46,15.6,10.9,11.6,7.6,17,8.79,10.5,4,,,101.03,100.7,100.68,100.33,98.98,98.67,98.67,98.36,24100,20633.3,20100,16100,,,,,0,0.2,13.2,11.2,8.2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-12,16.6,14.58,13.95,11.3,,,76,67.9,69.5,63,10.5,8.7,8.5,6.5,24,10.54,12,0,,,101.8,101.45,101.44,101.09,99.73,99.39,99.38,99.03,24100,24100,24100,24100,,,,,4,0,8.9,7,4,0.2,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-11,19.8,14.8,15.45,11.1,,,66,54.8,54,42,7.9,5.6,4.7,1.5,26,16.96,15,4,37,11,101.96,101.83,101.83,101.7,99.91,99.76,99.78,99.64,24100,24100,24100,24100,,,,,2.5,0,10.4,8.4,5.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-10,16.7,13.07,12.2,7.7,,,73,46.7,50.5,28,4.8,1.5,0.8,-3.2,26,12.17,13,0,35,12,102,101.88,101.86,101.71,99.92,99.8,99.78,99.64,24100,24100,24100,24100,,,,,5.8,0,7.2,5.2,2.2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-09,17.1,12.47,11.15,5.2,,,76,52.6,57,38,4.8,2.6,2.8,0.7,19,9.96,9.5,0,,,102.23,102.02,102.02,101.81,100.15,99.93,99.94,99.73,24100,24100,24100,24100,,,,,6.8,0,6.2,4.2,1.1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-08,17.6,11.41,11.65,5.7,,,82,59.4,59.5,37,5.1,3.2,3.4,1.7,30,15.25,17,4,37,35,101.89,101.69,101.68,101.47,99.8,99.6,99.58,99.36,24100,24100,24100,24100,,,,,6.3,0,6.7,4.7,1.6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-07,17.5,11.67,11.5,5.5,,,93,67.5,70.5,48,7.2,5.4,5.6,4,22,13.79,14.5,7,,,101.4,101.14,101.19,100.97,99.31,99.07,99.09,98.87,24100,24100,24100,24100,,,,,6.5,0,6.5,4.5,1.5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-06,15.8,11.13,11.2,6.6,,,85,68.2,68.5,52,9.6,5.4,4.2,-1.3,39,18.46,19.5,0,48,25,101.39,101,101.07,100.75,99.28,98.93,98.99,98.71,24100,23233.3,18500,12900,,,,,6.8,0,6.2,4.2,1.2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-05,17.4,11.37,10.75,4.1,,,67,44,46.5,26,1.1,-1.1,-1.2,-3.4,35,22.08,22,9,46,34,102.27,101.91,101.84,101.42,100.14,99.81,99.72,99.31,24100,24100,24100,24100,,,,,7.2,0,5.8,3.8,0.8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-04,13.9,8.92,8.35,2.8,,,87,58.7,61,35,2.9,0.5,0.4,-2.1,33,24.17,23,13,46,34,102.28,102.14,102.16,102.04,100.16,100.03,100.06,99.95,24100,24100,24100,24100,,,,,9.7,0,3.4,1.4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-03,7.3,6.38,5.94,4.6,,,96,84.4,79,62,6.4,3.9,3.5,0.5,26,14.58,15,4,37,35,102.32,102.08,102.06,101.79,100.18,99.95,99.92,99.67,24100,18075,14050,4000,,,,,12.1,0,0.9,0,0,9,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-02,15.7,10.03,11.05,6.4,,,100,75.2,78,56,11,5.5,5.8,0.7,28,15.92,16,4,41,36,102.39,101.87,101.97,101.55,100.26,99.77,99.86,99.46,24100,18370.8,13250,2400,,,,,7,0,6,4,1.1,0.8,0.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-05-01,12.2,10.82,10.7,9.2,,,100,74.4,70,40,11.2,6,5.4,-0.4,22,12.38,14,6,,,102.16,101.86,101.9,101.64,100.07,99.77,99.81,99.55,24100,17416.7,12550,1000,,,,,7.3,0,5.7,3.7,0.7,3.8,3.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-30,13.8,9.59,8.1,2.4,,,86,60,57.5,29,4.4,1.6,-0.2,-4.8,20,12.42,12,4,,,102.38,102.2,102.14,101.9,100.29,100.09,100.03,99.76,24100,24100,24100,24100,,,,,9.9,0,3.1,1.1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-29,9.4,6.96,6.85,4.3,,,83,72,71.5,60,3.8,2.2,2.2,0.6,32,23.83,20.5,9,37,28,101.84,100.95,101.11,100.39,99.72,98.85,99.01,98.29,24100,23766.7,20100,16100,,,,,11.2,0,1.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-28,16,10.84,10.95,5.9,,,96,82.6,78.5,61,13.4,7.9,8.2,3.1,82,29.46,44.5,7,95,25,100.53,99.81,99.76,98.99,98.43,97.76,97.71,96.98,24100,21029.2,16050,8000,,,,,7,0,6,4,0.9,4.6,4.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-27,22.6,14.95,14.9,7.2,26,,100,84.7,83.5,67,15.8,12.2,11.5,7.2,50,15.08,25,0,69,22,100.87,100.34,100.32,99.76,98.77,98.31,98.27,97.77,24100,14362.5,12150,200,,,,,3.1,0,9.9,7.9,4.9,4.6,4.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-26,11.9,9.7,10.1,8.3,,,100,96,96,92,11,9.1,9.2,7.4,33,16.54,18.5,4,61,9,101.3,100.91,100.96,100.61,99.2,98.83,98.87,98.54,16100,8254.2,8150,200,,,,,7.9,0,5.1,3.1,0.1,12.8,12.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-25,11.8,7.88,7.6,3.4,,,95,80.5,76,57,7.5,4.6,4.5,1.5,19,8.33,9.5,0,,,101.92,101.71,101.65,101.38,99.78,99.6,99.53,99.28,24100,19625,15250,6400,,,,,10.4,0,2.6,0.6,0,6.2,6.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-24,12.6,8.38,8.3,4,,,82,69.8,70,58,4.6,3.1,3.1,1.6,17,8.79,8.5,0,,,101.85,101.71,101.64,101.43,99.74,99.6,99.52,99.31,24100,24100,24100,24100,,,,,9.7,0,3.3,1.3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-23,22,11.92,13.05,4.1,,,100,73.7,69,38,14,6.4,8.7,3.3,43,27.17,25,7,59,27,101.48,100.77,100.95,100.41,99.34,98.7,98.83,98.32,24100,16516.7,12650,1200,,,,,5,0,8.1,6,3,6.6,6.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-22,8.6,4.47,4.2,-0.2,,-3,92,67.1,70.5,49,3.1,-1.3,-0.6,-4.4,30,16.88,15,0,44,13,103.12,102.58,102.39,101.67,100.92,100.42,100.22,99.53,24100,23033.3,20100,16100,,,,,13.8,0,0,0,0,1.2,1.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-21,8.4,3.96,3.8,-0.8,,,78,62.8,63,48,-0.6,-2.7,-2.2,-3.9,39,25.29,24,9,52,32,102.97,102.51,102.33,101.68,100.8,100.35,100.17,99.53,24100,24100,24100,24100,,,,,14.2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-20,7.7,4.35,5.05,2.4,,,99,86.1,83.5,68,6.4,2.1,2.5,-1.3,50,28.33,28.5,7,61,27,101.67,100.78,100.92,100.18,99.52,98.66,98.8,98.08,24100,15416.7,12850,1600,,,,,12.9,0,0,0,0,13,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-19,6.2,2.64,2.25,-1.7,,-5,81,66.8,63.5,46,0.4,-3.2,-2.6,-5.6,37,20.33,22,7,56,8,102.18,101.91,101.7,101.22,100,99.75,99.54,99.08,24100,22833.3,19300,14500,,,,,15.8,0,0,0,0,4.2,4.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-18,4.3,1.81,2,-0.3,,,78,64.9,67,56,-1,-4.1,-3.9,-6.8,35,15.5,19.5,4,46,30,101.91,101.49,101.43,100.95,99.74,99.34,99.27,98.81,24100,24100,24100,24100,,,,,16,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-17,5.8,3.21,2.8,-0.2,,,87,72.2,71,55,5.7,-1.5,0.1,-5.5,48,37.26,34,20,69,28,100.89,100.1,100.19,99.5,98.75,97.99,98.1,97.44,24100,20752.2,15250,6400,,,,,15.2,0,0,0,0,1,0.6,0.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-16,8.7,5.27,6.25,3.8,,,97,85.7,70,43,6.6,2.7,-0.6,-7.7,43,28.38,27,11,57,27,101.95,100.57,100.76,99.58,99.8,98.46,98.66,97.51,24100,15479.2,13650,3200,,,,,11.8,0,1.2,0,0,23,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-15,6.8,3.42,3,-0.8,,-6,39,33.5,30,21,-8.5,-11.3,-11.7,-14.8,37,26.71,25,13,65,10,103.36,102.92,102.76,102.15,101.16,100.74,100.58,100,24100,24100,24100,24100,,,,,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-14,13.3,7.86,7.7,2.1,,,86,55.7,64.5,43,4,-0.7,-1.1,-6.2,33,21.12,18.5,4,41,33,102.95,102.17,102.27,101.59,100.77,100.05,100.12,99.47,24100,24100,24100,24100,,,,,10.3,0,2.7,0.7,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-13,12.1,7.22,8.44,4.8,,,86,68.7,66.5,47,5.1,1.6,0.2,-4.6,24,11.88,14,4,,,101.77,101.61,101.6,101.43,99.63,99.49,99.49,99.35,24100,24100,24100,24100,,,,,9.6,0,3.4,1.4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-12,13.8,7.61,8.6,3.4,,,78,52.4,50,22,3,-2.3,-2.8,-8.5,37,18.88,18.5,0,44,1,101.88,101.6,101.41,100.95,99.76,99.49,99.3,98.84,24100,24100,24100,24100,,,,,9.4,0,3.6,1.6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-11,23,14.46,14.4,5.8,27,,88,71.5,69.5,51,15.6,9.1,9.1,2.5,63,30.83,31.5,0,82,29,100.84,99.9,100.12,99.4,98.74,97.87,98.09,97.44,24100,22433.3,20100,16100,,,,,3.6,0,9.4,7.4,4.4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-10,16.5,9.18,10.65,4.8,,,97,84.5,85.5,74,11.4,6.7,7.1,2.8,22,7.46,11,0,,,101.65,101.04,100.99,100.32,99.53,98.95,98.9,98.28,24100,15954.2,14450,4800,,,,,7.3,0,5.7,3.6,0.6,5.4,5.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-09,13.6,6.86,6.15,-1.3,,,79,65.6,66.5,54,4.9,0.7,0.4,-4.1,20,8.21,10,0,,,102.22,101.88,101.88,101.53,100.07,99.75,99.75,99.43,24100,22033.3,16900,9700,,,,,11.8,0,1.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-08,10.5,5.74,5.45,0.4,,,60,47,49,38,-2.6,-4.8,-5.4,-8.2,24,11.71,14,4,,,102.33,102.08,102.08,101.83,100.17,99.95,99.95,99.73,24100,23900,21700,19300,,,,,12.6,0,0.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-07,8.3,3.35,3.3,-1.7,,-5,96,71,69,42,2.6,-1.7,-2.5,-7.6,15,7.75,7.5,0,,,102.31,102.05,101.99,101.68,100.15,99.9,99.83,99.52,24100,18304.2,12850,1600,,,,,14.7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-06,8.2,3.51,3.55,-1.1,,-6,88,70.1,73,58,1.8,-1.5,-1.9,-5.6,20,13.38,10,0,,,101.65,101.21,101.31,100.96,99.49,99.08,99.14,98.8,24100,23900,21700,19300,,,,,14.4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-05,5.7,3.16,2.29,-1.1,,-3,79,61.6,60.5,42,1.8,-3.7,-3,-7.7,56,33.38,31,6,67,31,100.93,100.07,100.15,99.37,98.78,97.96,98.03,97.28,24100,23900,21700,19300,,,,,15.7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-04,17.7,7.96,10.15,2.6,,,96,89,87.5,79,13.8,6.2,7.5,1.2,43,23.88,24.5,6,74,24,100.62,99.4,99.7,98.78,98.48,97.34,97.64,96.79,24100,17500,17700,11300,,,,,7.8,0,5.2,3.1,0.2,7,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-03,10.9,4.58,5.55,0.2,,,96,64.1,63,30,0.3,-2.4,-3.1,-6.5,26,16.38,16.5,7,37,19,101.66,101.32,101.28,100.89,99.55,99.19,99.14,98.74,24100,20200,12650,1200,,,,,12.4,0,0.6,0,0,7,4.2,2.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-02,12.4,5.46,5.95,-0.5,,-5,68,48.3,48.5,29,-3,-5.2,-4.8,-6.5,43,26.71,27,11,57,31,101.03,100.31,100.52,100.02,98.89,98.21,98.39,97.89,24100,24100,24100,24100,,,,,12.1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-04-01,10.6,4.62,5.6,0.6,,,96,60.2,64,32,0.9,-3.6,-3,-6.9,26,14.58,13,0,48,31,100.63,100.16,100.25,99.87,98.49,98.06,98.14,97.8,24100,20629.2,16050,8000,,,,,12.4,0,0.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-31,3.7,2.08,2.1,0.5,,,95,86.4,69.5,44,1.6,-0.1,-3,-7.6,15,8.88,7.5,0,,,101.33,100.98,101,100.67,99.19,98.84,98.86,98.53,24100,16754.2,14450,4800,,,,,15.9,0,0,0,0,2.4,1.4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-30,7.4,2.17,1.5,-4.4,,-7,74,53.6,55.5,37,-4.3,-6.8,-6.6,-8.9,20,10.21,12,4,33,12,102.47,101.95,101.94,101.4,100.26,99.78,99.76,99.26,24100,24100,24100,24100,,,,,16.5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-29,6.7,0.12,-0.1,-6.9,,-12,81,57.8,60,39,-5.9,-7.7,-8.3,-10.8,24,17.62,18.5,13,35,32,102.48,102.36,102.36,102.23,100.28,100.17,100.14,100.01,24100,24100,24100,24100,,,,,18.1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-28,2.6,-3.19,-2.95,-8.5,,-15,71,53.9,52.5,34,-9.7,-11.6,-11.6,-13.4,33,20.12,22,11,37,29,102.28,102.16,102.14,102.01,100.06,99.95,99.95,99.85,24100,24100,24100,24100,,,,,20.9,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-27,-1.2,-5.48,-5.4,-9.6,,-16,71,54.4,55,39,-11.6,-13.4,-13.8,-16.1,26,19.71,19.5,13,39,35,102.31,102.18,102.17,102.04,100.07,99.95,99.95,99.84,24100,24100,24100,24100,,,,,23.4,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-26,-2.5,-6.63,-6.9,-11.3,,-17,71,59,60,49,-10.9,-13.4,-13.5,-16.1,28,19.29,19.5,11,35,36,102.3,102.2,102.21,102.12,100.07,99.96,99.97,99.87,24100,24100,24100,24100,,,,,24.9,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-25,-1.5,-6.42,-6.2,-10.9,,-16,71,58.1,57,43,-12,-13.5,-14.2,-16.3,32,16.33,16,0,35,35,102.09,101.91,101.92,101.75,99.84,99.68,99.7,99.56,24100,24100,24100,24100,,,,,24.2,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-24,-2.4,-5.14,-5.6,-8.8,,-17,68,60.7,59,50,-9.8,-11.6,-11.6,-13.4,39,26.08,27,15,41,35,101.93,101.48,101.4,100.88,99.69,99.27,99.2,98.71,24100,24100,24100,24100,,,,,23.6,0,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-23,0.5,-3.17,-2.4,-5.3,,-12,89,72.2,68,47,-5.8,-7.8,-8.3,-10.8,28,21.21,19.5,11,46,7,101.73,101.15,101.24,100.75,99.57,98.96,99.07,98.57,24100,10950,12450,800,,,,,20.4,0,0,0,0,11.8,0,12.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-22,6,3.04,3.2,0.4,,,84,68.2,67,50,0.9,-2.3,-3.2,-7.2,30,18.58,21.5,13,32,35,102.14,101.91,101.92,101.69,99.98,99.76,99.76,99.53,24100,24100,24100,24100,,,,,14.8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-21,10,4.93,6,2,,,98,86.8,85,72,6.4,2.8,2.4,-1.6,43,20.38,21.5,0,56,29,102.11,101.42,101.58,101.05,99.95,99.29,99.45,98.95,24100,17133.3,13050,2000,,,,,12,0,1,0,0,3.6,3.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-20,4.2,-0.22,-1,-6.2,,-10,84,63.5,66,48,-3.4,-6.6,-5.8,-8.3,22,12.54,11,0,33,9,103.82,103.35,103.03,102.24,101.58,101.14,100.83,100.08,24100,24100,24100,24100,,,,,19,0,0,0,0,0.8,0.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-19,4.8,0.9,0.25,-4.3,,-8,77,62,61.5,46,-3.2,-5.7,-5,-6.9,26,19.75,17.5,9,35,31,103.73,103.05,103,102.26,101.49,100.85,100.79,100.09,24100,24100,24100,24100,,,,,17.8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-18,15.5,8.65,8.44,1.4,,,78,68.9,68,58,10.7,3.2,4.4,-1.9,56,32.75,36.5,17,69,32,102.17,101.37,101.29,100.41,100,99.27,99.19,98.37,24100,24100,24100,24100,,,,,9.6,0,3.4,1.4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-17,15.1,9.03,8,0.9,,,93,70.6,73,53,6.4,3.5,3.1,-0.1,37,16.96,18.5,0,57,24,102.01,101.5,101.28,100.54,99.85,99.4,99.17,98.5,24100,19891.7,15250,6400,,,,,10,0,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-16,8.5,4.76,5.5,2.5,,,100,84.1,77.5,55,4.6,2.1,1.3,-2,26,11.25,15,4,,,101.92,101.7,101.72,101.53,99.78,99.56,99.58,99.39,24100,15825,12150,200,,,,,12.5,0,0.5,0,0,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-15,6.6,1.56,0.69,-5.2,,-8,85,68.8,66,47,0,-3.8,-3.5,-6.9,17,8.67,8.5,0,,,103.12,102.59,102.53,101.93,100.9,100.41,100.34,99.78,24100,23300,21700,19300,,,,,17.3,0,0,0,0,0.6,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-14,3.1,-1.28,-0.9,-4.9,,-11,81,68.8,66,51,-4.3,-6.4,-6.3,-8.4,24,13.75,12,0,,,103.23,103.01,102.99,102.75,101.01,100.8,100.78,100.54,24100,23900,21700,19300,,,,,18.9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-13,2.6,0.43,-0.05,-2.7,,-9,90,78,80.5,71,-0.8,-3,-3.7,-6.6,28,20.83,20.5,13,32,32,102.79,102.03,101.93,101.07,100.58,99.86,99.75,98.92,24100,23265.2,16900,9700,,,,,18.1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-12,3.3,1.47,1.2,-0.9,,-5,91,83.5,83,75,1.6,-1,-0.7,-3,32,16.21,19,6,39,26,101,100.74,100.74,100.47,98.85,98.6,98.6,98.35,24100,21366.7,19300,14500,,,,,16.8,0,0,0,0,0.2,0.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-11,3.1,1.93,1.7,0.3,,,100,91.8,90,80,2.8,0.7,0.3,-2.2,35,22.17,20.5,6,50,2,100.76,100.12,100.21,99.66,98.61,98,98.08,97.55,24100,14050,13450,2800,,,,,16.3,0,0,0,0,10.8,10.2,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-10,5,4,3.9,2.8,,,100,99.9,99.5,99,4.9,4,3.9,2.9,26,13.92,16,6,,,101.48,100.99,100.85,100.21,99.33,98.86,98.71,98.09,8000,4233.3,5000,2000,,,,,14.1,0,0,0,0,13.2,13.2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-09,3,1.2,1.25,-0.5,,-6,100,85.8,79.5,59,2.7,-1.1,-1,-4.7,28,20.83,18.5,9,41,11,103.04,102.22,102.28,101.51,100.84,100.04,100.1,99.36,24100,11762.5,12650,1200,,,,,16.8,0,0,0,0,14.6,4.6,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-08,0.4,-2.56,-4,-8.4,,-13,76,70,69,62,-4.4,-7.3,-8.2,-12,24,15.62,15,6,33,9,103.46,103.28,103.28,103.11,101.24,101.06,101.04,100.85,24100,24100,24100,24100,,,,,22,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-07,-1.7,-7.06,-6.69,-11.7,,-22,77,60.1,56,35,-11.4,-13.9,-13.4,-15.5,33,20.67,21,9,41,35,103.07,102.66,102.72,102.36,100.81,100.41,100.45,100.09,24100,24100,24100,24100,,,,,24.7,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-06,-2.1,-5.29,-5.05,-8,,-16,96,79.3,83.5,71,-2.7,-8.3,-6.7,-10.6,44,32,34,24,56,36,102.48,102.23,102,101.52,100.25,100,99.79,99.33,24100,18925,12650,1200,,,,,23.1,0,0,0,0,2,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-05,7.8,3.76,2.8,-2.2,,-8,100,95.2,94.5,89,7.2,3.1,2.6,-2,33,17.75,19.5,6,50,35,102.06,101.44,101.61,101.15,99.9,99.3,99.48,99.05,16100,7645.8,9250,2400,,,,,15.2,0,0,0,0,21.6,18.4,3.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-04,3.6,0.88,0.44,-2.7,,-8,96,71.4,70.5,45,2,-4,-3.5,-9,19,10.83,12.5,6,,,103.11,102.54,102.62,102.13,100.89,100.36,100.43,99.97,24100,17883.3,14450,4800,,,,,17.6,0,0,0,0,4.8,4.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-03,-2.5,-6.63,-7.4,-12.3,,-17,78,64.4,63.5,49,-8.8,-12.4,-12.1,-15.3,22,10,11,0,32,11,103.99,103.72,103.58,103.18,101.72,101.45,101.33,100.95,24100,24100,24100,24100,,,,,25.4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-02,2.4,-4.24,-4.55,-11.5,,-18,71,56.1,54,37,-2.7,-11.9,-10.4,-18.1,59,35.62,35,11,80,31,103.59,102.5,102.45,101.32,101.29,100.28,100.23,99.17,24100,23900,21700,19300,,,,,22.6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-01,2.7,-1.98,-2.6,-7.9,,-12,83,67.2,67,51,-3.1,-7.4,-6.3,-9.6,37,15.79,18.5,0,56,26,102.77,102.3,102.09,101.41,100.56,100.1,99.91,99.26,24100,24100,24100,24100,,,,,20.6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-28,2.6,0.37,-0.95,-4.5,,-11,98,80.7,79,60,2,-2.7,-3.2,-8.4,43,27.04,24.5,6,57,34,102.18,100.87,101.03,99.87,99.97,98.72,98.86,97.75,24100,17008.3,14450,4800,,,,,18.9,0,0,0,0,12.7,12.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-27,2.5,-0.65,-1.2,-4.9,,-7,97,92.9,93.5,90,0.9,-1.7,-2,-4.9,15,6.92,7.5,0,,,101.45,101.23,101.14,100.84,99.28,99.06,98.99,98.7,12900,8454.2,8050,3200,,,,,19.2,0,0,0,0,0.2,0,0.6,8,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-26,-2.1,-4.72,-5.55,-9,,-15,96,85.9,84.5,73,-3.3,-6.8,-7.7,-12.1,15,7.79,7.5,0,,,102.2,101.84,101.7,101.21,99.95,99.62,99.49,99.03,24100,10645.8,13050,2000,,,,,23.6,0,0,0,0,4.4,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-25,0.6,-2.37,-4.25,-9.1,,-14,91,74.6,77.5,64,-3.4,-6.3,-7.7,-12,37,24.96,23,9,50,33,102.17,101.31,101.47,100.77,99.92,99.13,99.26,98.6,24100,19454.2,13050,2000,,,,,22.2,0,0,0,0,0.4,0,0.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-24,2.6,-0.99,-1.65,-5.9,,-8,91,79.5,81,71,-1.3,-4.1,-4.8,-8.2,22,9.67,11,0,,,102.22,101.75,101.85,101.47,99.99,99.57,99.65,99.32,24100,15012.5,12850,1600,,,,,19.6,0,0,0,0,1.4,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-02-23,0.2,-5.36,-6.5,-13.2,,-16,78,66.9,62,46,-6.5,-10.7,-11,-15.5,17,7.96,8.5,0,,,103,102.75,102.63,102.26,100.73,100.51,100.39,100.04,24100,23700,21700,19300,,,,,24.5,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
